,Cities,Countries,Population
98813,Saint-Nabord,Frankrike,3970.0
98814,Yangon,Myanmar,4477638.0
98815,Al Kūt,Irak,315162.0
98816,Sutterton,United Kingdom,1368.0
98817,Struer,Danmark,11317.0
98818,Sillanwali,Pakistan,27023.0
98819,Suzun,Ryssland,15365.0
98820,Dozza,Italien,1142.0
98821,Sebeșel,Rumänien,1094.0
98822,Crispi Cavour,Italien,1123.0
98823,Harelbeke,Belgien,25978.0
98824,Manila,Filippinerna,1600000.0
98825,Bushland,USA,1500.0
98826,Prittriching,Tyskland,2345.0
98827,Weststadt,Tyskland,12141.0
98828,Cheney,USA,11534.0
98829,Muktsar,Indien,89833.0
98830,Bonneval,Frankrike,4213.0
98831,Pueblo Nuevo,Peru,5766.0
98832,Verkhotur’ye,Ryssland,8500.0
98833,Clymer,USA,1315.0
98834,Bragança,Portugal,34375.0
98835,Hoeryŏng,North Korea,43831.0
98836,Awaran,Pakistan,0.0
98837,Sanchahe,Kina,1770.0
98838,Ávanuorri,Norge,1138.0
98839,Tampiquito,Mexiko,1067.0
98840,Xbacab,Mexiko,1649.0
98841,De Smet,USA,1072.0
98842,Bahrdorf,Tyskland,2087.0
98843,San Bartolo Oxtotitlán,Mexiko,5155.0
98844,Wedding,Tyskland,78290.0
98845,Richebourg-l'Avoué,Frankrike,2560.0
98846,Lainate,Italien,25011.0
98847,Groix,Frankrike,2429.0
98848,Álimos,Grekland,41720.0
98849,Kreševo,Bosnien och Hercegovina,0.0
98850,Moskovskiy,Ryssland,3450.0
98851,Tahara,Japan,38177.0
98852,Baghramyan,Armenia,2346.0
98853,Sèvres,Frankrike,23724.0
98854,Slavonski Šamac,Kroatien,0.0
98855,Kalabahi,Indonesien,0.0
98856,Kushima,Japan,22102.0
98857,Ironton,USA,10900.0
98858,Grinnell,USA,9141.0
98859,Sinala,Filippinerna,2802.0
98860,Tsiombe,Madagaskar,29825.0
98861,Pathānkot,Indien,174306.0
98862,Wallerfing,Tyskland,1388.0
98863,Makrochóri,Grekland,4965.0
98864,Bacnor East,Filippinerna,2216.0
98865,Wschowa,Polen,14458.0
98866,South Williamsport,USA,6281.0
98867,San Lucido,Italien,4194.0
98868,Ol'shanskoye,Ukraina,4500.0
98869,Beaver,USA,1308.0
98870,Ersingen,Tyskland,1200.0
98871,Madīnat ‘Īsá,Bahrain,38090.0
98872,Tymbark,Polen,2700.0
98873,Porus,Jamaica,5923.0
98874,Springdale,USA,2994.0
98875,San Jerónimo,Mexiko,3080.0
98876,Chengjiang,Kina,0.0
98877,Magnanville,Frankrike,5539.0
98878,Vicente Noble,Dominican Republic,11060.0
98879,Sainte-Rose,Reunion,7035.0
98880,La Resolana,Mexiko,11180.0
98881,Stadtbergen,Tyskland,14705.0
98882,Villa del Campo,Spanien,615.0
98883,Luzy,Frankrike,2259.0
98884,Long Beluah,Indonesien,0.0
98885,Aboso,Ghana,8790.0
98886,Šeduva,Litauen,3321.0
98887,Narutō,Japan,25696.0
98888,Alió,Spanien,403.0
98889,Xia’er,Kina,0.0
98890,Nagīna,Indien,76593.0
98891,Covilhã,Portugal,17610.0
98892,Buhi,Filippinerna,30126.0
98893,Ceyreste,Frankrike,3798.0
98894,Kepahiang,Indonesien,0.0
98895,Crêches-sur-Saône,Frankrike,2793.0
98896,Lagonegro,Italien,5056.0
98897,Baiersbronn,Tyskland,16248.0
98898,Lantana,USA,11136.0
98899,Dunstable,United Kingdom,51973.0
98900,Nova Lima,Brasilien,88399.0
98901,Șupitca,Rumänien,1052.0
98902,Šeškinė,Litauen,31333.0
98903,Santa Cruz Amilpas,Mexiko,10120.0
98904,Seyring,Austria,1713.0
98905,Villamuera de la Cueza,Spanien,61.0
98906,Elorrio,Spanien,7041.0
98907,Ciechanów,Polen,46438.0
98908,Hermanos Cedillo,Mexiko,1217.0
98909,Plattling,Tyskland,12390.0
98910,Weisenbach,Tyskland,2720.0
98911,Bayshint,Mongoliet,0.0
98912,Vall de Ebo,Spanien,346.0
98913,Fort Gaines,USA,1129.0
98914,Kuala Perlis,Malaysia,13917.0
98915,Woustviller,Frankrike,3442.0
98916,Esparragosa de la Serena,Spanien,1118.0
98917,Southport,Australien,28315.0
98918,Ciudad Cuauhtémoc,Mexiko,2325.0
98919,Czernica,Polen,1186.0
98920,Castillonuevo,Spanien,21.0
98921,Santo Domingo Zanatepec,Mexiko,7249.0
98922,Fürnitz,Austria,1520.0
98923,Burton Joyce,United Kingdom,3752.0
98924,Pánuco,Mexiko,1034.0
98925,Sirumugai,Indien,20066.0
98926,El Romereño (INFONAVIT),Mexiko,2182.0
98927,Ploudaniel,Frankrike,3910.0
98928,Klaaswaal,Nederländerna,3490.0
98929,Albares,Spanien,532.0
98930,Terlizzi,Italien,25811.0
98931,Arenal de Álvarez (Arenal de Paco),Mexiko,1311.0
98932,Malangas,Filippinerna,8473.0
98933,Crewkerne,United Kingdom,7826.0
98934,Balsic,Filippinerna,5661.0
98935,Swindon,United Kingdom,185609.0
98936,Nanyuki,Kenya,36142.0
98937,Mbekenyera,Tanzania,11794.0
98938,Rauenberg,Tyskland,7411.0
98939,Natchitoches,USA,18365.0
98940,Jastrzębia Góra,Polen,1068.0
98941,Quận Bốn,Vietnam,0.0
98942,Arkhonskaya,Ryssland,7991.0
98943,Voskevan,Armenia,1287.0
98944,San Lorenzo Tlacoyucan,Mexiko,3676.0
98945,Isola di Capo Rizzuto,Italien,11045.0
98946,Jan Kempdorp,South Africa,13485.0
98947,Morganfield,USA,3578.0
98948,Huaral,Peru,62174.0
98949,Talwāra,Indien,24752.0
98950,Huanuni,Bolivia,15492.0
98951,Spas’ke,Ukraina,3017.0
98952,Jiannan,Kina,0.0
98953,Treglwang,Austria,342.0
98954,Eye,United Kingdom,2875.0
98955,Tualangcut,Indonesien,0.0
98956,Kocatepe,Turkiet,0.0
98957,Tây Đằng,Vietnam,0.0
98958,Scurtești,Rumänien,2522.0
98959,Vandoies - Vintl,Italien,3108.0
98960,Karakeçi,Turkiet,0.0
98961,Ferrières,Belgien,4434.0
98962,Temósachic,Mexiko,1841.0
98963,Pinhel,Portugal,0.0
98964,Fajsławice,Polen,1457.0
98965,San Patricio,Mexiko,7569.0
98966,Lipnica,Polen,1300.0
98967,Rotunda,Rumänien,2060.0
98968,San Juan de Planes,Honduras,1048.0
98969,Suileng,Kina,57124.0
98970,Alfred Cove,Australien,2048.0
98971,Elze,Tyskland,2904.0
98972,Isigny-le-Buat,Frankrike,3136.0
98973,Ameglia,Italien,2617.0
98974,Bykhaw,Vitryssland,17500.0
98975,Kechi,USA,1996.0
98976,Sāh,Yemen,0.0
98977,Namerikawa,Japan,34638.0
98978,Mathakola,Botswana,1159.0
98979,Pagerageung,Indonesien,0.0
98980,Fère-Champenoise,Frankrike,2339.0
98981,Nalbach,Tyskland,9715.0
98982,Kızılağaç,Turkiet,0.0
98983,Heidelberg,USA,1725.0
98984,Karaova,Turkiet,0.0
98985,Oak Park Heights,USA,4831.0
98986,Chikushino-shi,Japan,100353.0
98987,San Francisco Logueche,Mexiko,1077.0
98988,Padule-San Marco,Italien,2413.0
98989,La Hormiga,Colombia,0.0
98990,Jarque de la Val,Spanien,94.0
98991,Soloneț,Rumänien,1679.0
98992,Issou,Frankrike,4469.0
98993,Newport,Irland,1806.0
98994,Sukth,Albanien,0.0
98995,Inverness Highlands South,USA,6542.0
98996,Constitución,Mexiko,2721.0
98997,Le Grand-Saconnex,Schweiz,9781.0
98998,Huaihelu,Kina,0.0
98999,Danjoutin,Frankrike,3527.0
99000,Saint-Norbert,Kanada,1059.0
99001,Quchanghī,Afganistan,0.0
99002,San Francisco del Mezquital,Mexiko,1742.0
99003,Pronsk,Ryssland,4222.0
99004,Bull Run Mountain Estates,USA,1251.0
99005,Columbiana,USA,4168.0
99006,Indian River,USA,1959.0
99007,Rideau Park,Kanada,1883.0
99008,Binga,Zimbabwe,4327.0
99009,Pottenstein,Austria,2495.0
99010,Taseyevo,Ryssland,8479.0
99011,Zhireken,Ryssland,3766.0
99012,Neviano degli Arduini,Italien,163.0
99013,Sukanagara,Indonesien,0.0
99014,Keilor Park,Australien,2540.0
99015,Birmitrapur,Indien,27879.0
99016,Brookside,USA,14353.0
99017,Mareuil-sur-Ay,Frankrike,1237.0
99018,Bourscheid,Luxemburg,275.0
99019,Nanfeng,Kina,86129.0
99020,Polmont,United Kingdom,5390.0
99021,Lantic,Frankrike,1167.0
99022,Seis de Enero,Mexiko,2416.0
99023,Tollo,Italien,3093.0
99024,Cappelle-la-Grande,Frankrike,8293.0
99025,Gemenea Brătulești,Rumänien,1245.0
99026,Marcabamba,Peru,0.0
99027,Esslingen,Schweiz,1203.0
99028,Plattsmouth,USA,6462.0
99029,Târgu Ocna,Rumänien,13127.0
99030,Lobatse,Botswana,30883.0
99031,Pataudi,Indien,18248.0
99032,Miechów Charsznica,Polen,1942.0
99033,Tudela de Duero,Spanien,6302.0
99034,Nicoreşti,Rumänien,6147.0
99035,Kozcağız,Turkiet,0.0
99036,Abalak,Niger,13555.0
99037,Priozërsk,Ryssland,18300.0
99038,Baima,Kina,0.0
99039,Condé-sur-Huisne,Frankrike,1202.0
99040,Diamante,Argentina,19545.0
99041,Ashland,USA,816.0
99042,Oudewater,Nederländerna,9836.0
99043,Olesno,Polen,1708.0
99044,Pedana,Indien,30252.0
99045,Pesochnoye,Ryssland,3005.0
99046,Daganzo de Arriba,Spanien,7242.0
99047,Tieli,Kina,109636.0
99048,Santiago Ixcuintla,Mexiko,18241.0
99049,Niedźwiada,Polen,2466.0
99050,Ostroveni,Rumänien,5731.0
99051,Santa Ana,Honduras,3579.0
99052,Ashford,Irland,1449.0
99053,Forestville,USA,3293.0
99054,Ad Dann,Yemen,0.0
99055,Chiautla de Tapia,Mexiko,11511.0
99056,Xylaganí,Grekland,1445.0
99057,Badovinci,Serbien,5879.0
99058,Vostochny,Ryssland,2500.0
99059,Thị Trấn Mường Khương,Vietnam,0.0
99060,Comişani,Rumänien,5401.0
99061,Alotenango,Guatemala,17410.0
99062,’Unābah,Afganistan,0.0
99063,Mbalano,Nigeria,0.0
99064,Hastings-on-Hudson,USA,8014.0
99065,San Antonio el Llanito,Mexiko,1102.0
99066,Nagyatád,Ungern,11843.0
99067,Piazza,Italien,1489.0
99068,Karamay,Kina,260000.0
99069,Kokuy,Ryssland,7767.0
99070,Brody,Polen,1737.0
99071,Chudleigh,United Kingdom,4011.0
99072,Hyden,USA,351.0
99073,Sui’an,Kina,0.0
99074,Union City,USA,69156.0
99075,Nousty,Frankrike,1020.0
99076,Hōlualoa,USA,8538.0
99077,Tha Luang,Thailand,0.0
99078,Guilford,USA,22498.0
99079,Vergongheon,Frankrike,1774.0
99080,Villafranca Piemonte,Italien,3247.0
99081,Gavazzana,Italien,86.0
99082,Beeford,United Kingdom,1078.0
99083,Yŏnmu,Sydkorea,25015.0
99084,La Puebla de Almoradiel,Spanien,5629.0
99085,Harthill,United Kingdom,1684.0
99086,Boru,Indonesien,0.0
99087,Fond du Sac,Mauritius,5796.0
99088,Dompierre-sur-Besbre,Frankrike,3576.0
99089,Yangsan,Sydkorea,71936.0
99090,Luna de Sus,Rumänien,2015.0
99091,Sunch’ŏn,North Korea,437000.0
99092,Tuchín,Colombia,0.0
99093,Esslingen,Tyskland,92390.0
99094,Linan,Filippinerna,3160.0
99095,Valle Hermoso,Argentina,5486.0
99096,Sausapor,Indonesien,0.0
99097,Makato,Filippinerna,3035.0
99098,Wallertheim,Tyskland,1826.0
99099,Madeley,United Kingdom,0.0
99100,Pashkovskiy,Ryssland,43634.0
99101,San Antonio,Mexiko,1634.0
99102,Nomeny,Frankrike,1117.0
99103,Moëlan-sur-Mer,Frankrike,6984.0
99104,Coronel Vidal,Argentina,0.0
99105,Nieul-lès-Saintes,Frankrike,1056.0
99106,Bintacay,Filippinerna,2593.0
99107,Saint-Omer,Frankrike,18250.0
99108,Turícuaro,Mexiko,3388.0
99109,Boonville,USA,6180.0
99110,Glöthe,Tyskland,1082.0
99111,Vechigen,Schweiz,4619.0
99112,Lukovë,Albanien,0.0
99113,Belawang,Indonesien,0.0
99114,Żoliborz,Polen,50934.0
99115,El Cerrito Corona,USA,5100.0
99116,Yecuatla,Mexiko,3048.0
99117,Usol’ye,Ryssland,5400.0
99118,Eymet,Frankrike,2718.0
99119,Almenara,Brasilien,29333.0
99120,Bang Kho Laem,Thailand,0.0
99121,San Bernardo Peña Blanca,Mexiko,1232.0
99122,Ash Shaykh Sa‘d,Palestinian Territory,1932.0
99123,North Bibb,USA,1013.0
99124,Chernomorets,Bulgarien,2194.0
99125,Milton,Kanada,84362.0
99126,Buldon,Filippinerna,0.0
99127,Marienville,USA,3137.0
99128,Chorbane,Tunisien,6430.0
99129,Sanaa,Yemen,1937451.0
99130,La Buisse,Frankrike,2596.0
99131,Capdesaso,Spanien,155.0
99132,Copmanthorpe,United Kingdom,3674.0
99133,Oldemarkt,Nederländerna,2435.0
99134,San Antonio del Monte,Mexiko,2196.0
99135,Almagro,Filippinerna,0.0
99136,Gaspra,Ukraina,10310.0
99137,Homosassa Springs,USA,13791.0
99138,Talitsy,Ryssland,6003.0
99139,Fábrica de Melchor,Mexiko,1777.0
99140,Nariño,Colombia,1213.0
99141,Long Gully,Australien,3289.0
99142,Combourg,Frankrike,5362.0
99143,Chilcompton,United Kingdom,2062.0
99144,Utzenaich,Austria,631.0
99145,Campogalliano,Italien,6234.0
99146,Nogoonnuur,Mongoliet,0.0
99147,Criciova,Rumänien,1698.0
99148,Lobería,Argentina,0.0
99149,Seupakat,Indonesien,0.0
99150,Holton le Clay,United Kingdom,3691.0
99151,Rāipur,Indien,27702.0
99152,Ciorăşti,Rumänien,3861.0
99153,Heere,Tyskland,1221.0
99154,Forestville,USA,10532.0
99155,Píritu,Venezuela,0.0
99156,Gouvy,Belgien,4706.0
99157,Long’an Chengxiangzhen,Kina,0.0
99158,Bairnsdale,Australien,11005.0
99159,Petrusville,South Africa,0.0
99160,Haifa,Israel,267300.0
99161,Fraccionamiento San Miguel,Mexiko,2692.0
99162,Sukhinichi,Ryssland,16100.0
99163,Windhaag bei Freistadt,Austria,477.0
99164,Ihosy,Madagaskar,16990.0
99165,Siqueros,Mexiko,1038.0
99166,Fontanellato,Italien,3897.0
99167,Tourrettes-sur-Loup,Frankrike,4051.0
99168,Dossobuono,Italien,6087.0
99169,Colinton,United Kingdom,7637.0
99170,Biharkeresztes,Ungern,4237.0
99171,Al Ḩāḑir,Syria,0.0
99172,Napajedla,Czechia,7662.0
99173,La Plata,Colombia,19275.0
99174,Rastignano-Carteria di Sesto,Italien,5231.0
99175,San Vicente Zoyatlán,Mexiko,1911.0
99176,Ocala,USA,58218.0
99177,Zevenhoven,Nederländerna,2200.0
99178,Saint-Genis-Laval,Frankrike,20883.0
99179,Mexicaltzingo,Mexiko,9693.0
99180,Friendship,USA,1218.0
99181,Löbnitz,Tyskland,2216.0
99182,Abarán,Spanien,12991.0
99183,Great Amwell,United Kingdom,1098.0
99184,Villasalto,Italien,1108.0
99185,Carinola,Italien,1198.0
99186,Abasha,Georgien,6221.0
99187,Belvedere-Piano Tavola,Italien,1574.0
99188,Bagnolo Mella,Italien,11871.0
99189,Sibreh,Indonesien,0.0
99190,Argentine,USA,2525.0
99191,Florida de Liébana,Spanien,289.0
99192,Druzhinino,Ryssland,2897.0
99193,Ntui,Kamerun,6185.0
99194,Aach,Tyskland,1151.0
99195,Jinshi,Kina,82906.0
99196,Needingworth,United Kingdom,2191.0
99197,Apae,Sydkorea,0.0
99198,Cedar Lake,USA,12000.0
99199,Managa,Filippinerna,3460.0
99200,Varago,Italien,2356.0
99201,Limón de Tijeras,Panama,56.0
99202,Campolongo Maggiore Liettoli,Italien,3578.0
99203,Şirna,Rumänien,5331.0
99204,Concepción,Peru,11330.0
99205,Katima Mulilo,,25027.0
99206,Lysychovo,Ukraina,3068.0
99207,Voisins-le-Bretonneux,Frankrike,13486.0
99208,Pomigliano d'Arco,Italien,38921.0
99209,Saint-Menet,Frankrike,2050.0
99210,Olmaliq,Uzbekistan,121207.0
99211,Paços de Brandão,Portugal,4637.0
99212,Faulkton,USA,740.0
99213,Saint-Mard,Frankrike,3761.0
99214,Staryya Darohi,Vitryssland,10094.0
99215,Raghudebbati,Indien,12833.0
99216,Cimarron Hills,USA,16161.0
99217,Shāhpur,Indien,19370.0
99218,Massino Visconti,Italien,959.0
99219,Buronzo,Italien,749.0
99220,Saint-Laurent-de-Brévedent,Frankrike,1530.0
99221,Greenmount,Australien,2467.0
99222,Quincié-en-Beaujolais,Frankrike,1202.0
99223,Villachuato,Mexiko,3986.0
99224,North Ipswich,Australien,4273.0
99225,Hıdırbey,Turkiet,0.0
99226,Pocono Ranch Lands,USA,1062.0
99227,Camaquã,Brasilien,53169.0
99228,Tolkamer,Nederländerna,2430.0
99229,Kwilcz,Polen,2746.0
99230,Pauls Valley,USA,6152.0
99231,Wilson-Conococheague,USA,2282.0
99232,Barbarano Vicentino,Italien,1412.0
99233,Descalvado,Brasilien,26137.0
99234,Sé,Benin,0.0
99235,Erath,USA,2107.0
99236,Northlake,USA,3745.0
99237,Thüngersheim,Tyskland,2726.0
99238,Pilaitė,Litauen,20320.0
99239,Meydancık,Turkiet,0.0
99240,Joroan,Filippinerna,2596.0
99241,South Ashburnham,USA,1062.0
99242,Srpski Itebej,Serbien,3281.0
99243,Emporia,USA,5496.0
99244,Mapaniqui,Filippinerna,4200.0
99245,Topsfield,USA,2717.0
99246,Sombrio,Brasilien,14864.0
99247,Fernandópolis,Brasilien,61931.0
99248,Baltimore,USA,621849.0
99249,El Ingenio,Peru,0.0
99250,Torrubia de Soria,Spanien,75.0
99251,Aznā,Iran,0.0
99252,Sarmede,Italien,1075.0
99253,Culaman,Filippinerna,3523.0
99254,Odobeşti,Rumänien,5211.0
99255,Tafawa Balewa,Nigeria,0.0
99256,Springfield,USA,23363.0
99257,Lécluse,Frankrike,1622.0
99258,Mira Monte,USA,6854.0
99259,Grand-Popo,Benin,9847.0
99260,Outapi,,2640.0
99261,Eckington,United Kingdom,1217.0
99262,Sainte-Anne-d'Auray,Frankrike,2347.0
99263,Petite-Rosselle,Frankrike,6973.0
99264,Realmonte,Italien,3443.0
99265,Oasis,USA,6890.0
99266,Ingen,Nederländerna,1080.0
99267,Votkinsk,Ryssland,98633.0
99268,Thalmassing,Tyskland,3317.0
99269,Andahuaylillas,Peru,0.0
99270,Gwio Kura,Nigeria,7091.0
99271,Matalebreras,Spanien,116.0
99272,Amstetten,Tyskland,3999.0
99273,Orlea Nouă,Rumänien,1047.0
99274,Husainābād,Indien,26184.0
99275,Miglionico,Italien,2342.0
99276,Volda,Norge,5376.0
99277,Pung-Pang,Filippinerna,2927.0
99278,Kerteminde,Danmark,5748.0
99279,El Bauga,Sudan,19141.0
99280,Râncăciov,Rumänien,1840.0
99281,Coya,Peru,0.0
99282,Zossen,Tyskland,17138.0
99283,Torricella,Italien,1046.0
99284,Katghora,Indien,20113.0
99285,Khirbat al Ma‘azzah,Syria,0.0
99286,Shuqbā,Palestinian Territory,4188.0
99287,Corleto Perticara,Italien,2459.0
99288,Altanteel,Mongoliet,0.0
99289,Nyírgyulaj,Ungern,2130.0
99290,Toledo,Brasilien,119313.0
99291,Montebello,USA,63921.0
99292,Ejido el Castillo,Mexiko,1062.0
99293,Gurjaani,Georgien,9466.0
99294,Sanāwad,Indien,36455.0
99295,Satu Mare,Rumänien,112490.0
99296,Xilin,Kina,0.0
99297,San Miguel de la Ribera,Spanien,371.0
99298,Wundschuh,Austria,777.0
99299,Valenciennes,Frankrike,44821.0
99300,Namlea,Indonesien,0.0
99301,Coolbinia,Australien,1536.0
99302,Khirkiyān,Indien,18498.0
99303,Péroy-les-Gombries,Frankrike,1042.0
99304,Kuršumlija,Serbien,0.0
99305,Andovoranto,Madagaskar,10429.0
99306,Torremolinos,Spanien,65448.0
99307,Bělotín,Czechia,1630.0
99308,Mehrān,Iran,11831.0
99309,Pompignac,Frankrike,2734.0
99310,Panicale,Italien,510.0
99311,Cherán,Mexiko,14245.0
99312,Talu,Indonesien,0.0
99313,Ulldecona,Spanien,6273.0
99314,Geráni,Grekland,0.0
99315,Toporu,Rumänien,2536.0
99316,Bağkonak,Turkiet,0.0
99317,Yeola,Indien,46762.0
99318,Civitella Marittima,Italien,529.0
99319,Franklin Center,USA,4460.0
99320,Leudeville,Frankrike,1256.0
99321,Standon,United Kingdom,3429.0
99322,Vigo di Fassa,Italien,1036.0
99323,Mariënburg,Surinam,4427.0
99324,Vigeois,Frankrike,1223.0
99325,Oberhaid,Austria,5100.0
99326,Mount Ephraim,USA,4639.0
99327,Lusaka,Zambia,1267440.0
99328,Verlinghem,Frankrike,2427.0
99329,Mhlambanyatsi,Swaziland,2886.0
99330,San José,Argentina,0.0
99331,Desert Shores,USA,1104.0
99332,Isbergues,Frankrike,10067.0
99333,Bandundu,Democratic Republic of the Congo,118211.0
99334,Yanduo,Kina,0.0
99335,Saint-Viâtre,Frankrike,1193.0
99336,Cuauhtémoc,Mexiko,2264.0
99337,La Palma,Mexiko,1160.0
99338,Nouan-le-Fuzelier,Frankrike,2469.0
99339,Dapaong,Togo,33324.0
99340,Blanchester,USA,4246.0
99341,Bayt Ībā,Palestinian Territory,3175.0
99342,Monastir,Tunisien,71546.0
99343,Jijiga,Etiopien,56821.0
99344,Montsoult,Frankrike,3532.0
99345,Banyalbufar,Spanien,568.0
99346,Saint-Léger-en-Yvelines,Frankrike,1395.0
99347,Forty Fort,USA,4126.0
99348,Lillooet,Kanada,2324.0
99349,Santa Eufemia,Spanien,1015.0
99350,Danbury,USA,84657.0
99351,Davistown,Australien,2298.0
99352,Rudky,Ukraina,4912.0
99353,Paripiranga,Brasilien,6965.0
99354,Ryczywół,Polen,2000.0
99355,Faraldo-Nocelleto,Italien,1061.0
99356,Saint-Jean-Pied-de-Port,Frankrike,1824.0
99357,Arjasari,Indonesien,0.0
99358,Axbridge,United Kingdom,2057.0
99359,Ryegate,USA,236.0
99360,Dumbéa,New Caledonia,19346.0
99361,Frossasco,Italien,2464.0
99362,Eastover,USA,3677.0
99363,Dârjiu,Rumänien,1160.0
99364,Las Higueras,Argentina,5282.0
99365,Петровец,Makedonien,8298.0
99366,Touro,Spanien,4574.0
99367,Brionne,Frankrike,4288.0
99368,Narwar,Indien,16948.0
99369,Abbeville,USA,5191.0
99370,Satriano di Lucania,Italien,1697.0
99371,Krasnoarmeysk,Ryssland,25841.0
99372,Frassinoro,Italien,598.0
99373,West Vancouver,Kanada,42694.0
99374,Unadilla,USA,1088.0
99375,Le Roy,USA,3582.0
99376,San Potito Sannitico,Italien,1136.0
99377,Bannūr,Indien,25455.0
99378,Kibaha,Tanzania,23651.0
99379,Falefa,Samoa,1346.0
99380,Albidona,Italien,1391.0
99381,Southowram,United Kingdom,2003.0
99382,Santa Anna,USA,1034.0
99383,Dudeștii Noi,Rumänien,2265.0
99384,Barkåker,Norge,1238.0
99385,Mug‘lon Shahar,Uzbekistan,0.0
99386,Aldeatejada,Spanien,873.0
99387,Būrabay,Kazakstan,6500.0
99388,Obolensk,Ryssland,5264.0
99389,Huayllo,Peru,0.0
99390,Guararé,Panama,3243.0
99391,Damnoen Saduak,Thailand,23296.0
99392,Zimnicele,Rumänien,1259.0
99393,Castel di Lucio,Italien,1291.0
99394,Buzuluk,Ryssland,87714.0
99395,Chulilla,Spanien,772.0
99396,Little Amwell,United Kingdom,2606.0
99397,Saint-Pourçain-sur-Sioule,Frankrike,5480.0
99398,Oye-Plage,Frankrike,5683.0
99399,Bamoa,Mexiko,2987.0
99400,Garawangi,Indonesien,0.0
99401,Villa Verde,Italien,335.0
99402,Villas,USA,9483.0
99403,Joševa,Serbien,1228.0
99404,Pajaroncillo,Spanien,96.0
99405,Jiquinlaca,Honduras,1248.0
99406,La Arena,Panama,194.0
99407,Fort Portal,Uganda,42670.0
99408,San José,Spanien,1012.0
99409,Chatturat,Thailand,0.0
99410,Vyshhorod,Ukraina,22080.0
99411,Joroinen,Finland,5536.0
99412,Bi’r Ḩāt,Yemen,0.0
99413,Colonias Pedernales,Mexiko,2848.0
99414,Tuchola,Polen,13686.0
99415,Swanville,USA,1411.0
99416,Eccleston,United Kingdom,0.0
99417,Roseţi,Rumänien,5843.0
99418,Wolvega,Nederländerna,12730.0
99419,Voltago,Italien,470.0
99420,Kaymas,Turkiet,0.0
99421,Mexmur,Irak,0.0
99422,Orria,Italien,617.0
99423,Fordingbridge,United Kingdom,6066.0
99424,Royalton,USA,1138.0
99425,Kokkíni Cháni,Grekland,1755.0
99426,Lindenholt,Nederländerna,16121.0
99427,San Pedro,Filippinerna,5026.0
99428,Mittelschöntal,Tyskland,5872.0
99429,Chavigny,Frankrike,1673.0
99430,Yŏnan-ŭp,North Korea,22665.0
99431,Rock Hall,USA,1303.0
99432,Câmpulung,Rumänien,0.0
99433,Sekseūil,Kazakstan,9296.0
99434,Shrub Oak,USA,2011.0
99435,Millswood,Australien,2079.0
99436,Coriano,Italien,2359.0
99437,Decatur,USA,55437.0
99438,Manzanal del Barco,Spanien,194.0
99439,Meythet,Frankrike,8538.0
99440,Acocks Green,United Kingdom,26635.0
99441,Beja,Portugal,34760.0
99442,El Salto de Espejo,Mexiko,1052.0
99443,Idaho Springs,USA,1728.0
99444,Ziano Piacentino,Italien,574.0
99445,Maythalūn,Palestinian Territory,6804.0
99446,Koszyce,Polen,1763.0
99447,Tepenixtlahuaca,Mexiko,2551.0
99448,Jagüey Blanco,Mexiko,1152.0
99449,San Germán,Mexiko,1146.0
99450,Rhemes-Notre-Dame,Italien,112.0
99451,Wolfau,Austria,1436.0
99452,Santa Colomba de las Monjas,Spanien,316.0
99453,Zerqan,Albanien,0.0
99454,Sidi Senoussi سيدي سنوسي,Algeriet,7500.0
99455,Kimpton,United Kingdom,1436.0
99456,Maralik,Armenia,4959.0
99457,Barranco de Loba,Colombia,5933.0
99458,Magliolo,Italien,569.0
99459,Khot'kovo,Ryssland,20872.0
99460,Kallnach,Schweiz,1545.0
99461,Zoumi,Morocko,0.0
99462,Villa Serrano,Bolivia,0.0
99463,Ruovesi,Finland,5314.0
99464,San Martín Tilcajete,Mexiko,1730.0
99465,Cuncunul,Mexiko,1314.0
99466,Eşme,Turkiet,1316.0
99467,Sticlăria,Rumänien,1625.0
99468,Rivalta,Italien,538.0
99469,Segesd,Ungern,2674.0
99470,Alekseyevka,Ryssland,3966.0
99471,Heilbronn,Tyskland,120733.0
99472,Zhiguli,Ryssland,1588.0
99473,Budureasa,Rumänien,2622.0
99474,Marca,Rumänien,2890.0
99475,Rengat,Indonesien,0.0
99476,Kamba,Nigeria,25568.0
99477,Montmartin-sur-Mer,Frankrike,1121.0
99478,Bicaz,Rumänien,1272.0
99479,Dresher,USA,5610.0
99480,Allison Park,USA,21552.0
99481,Lewoleba,Indonesien,0.0
99482,Dax,Frankrike,22305.0
99483,Burgau,Tyskland,9576.0
99484,St Mary's Bay,United Kingdom,3028.0
99485,Andalo,Italien,1005.0
99486,Aninoasa,Rumänien,4998.0
99487,Poulsbo,USA,10041.0
99488,Sadowie,Polen,600.0
99489,Bersone,Italien,288.0
99490,Praia do Ribatejo,Portugal,1702.0
99491,Krong Pi Nang,Thailand,0.0
99492,Kornyn,Ukraina,2605.0
99493,Hisai-motomachi,Japan,41642.0
99494,Frolovo,Ryssland,40882.0
99495,Boiling Spring Lakes,USA,5789.0
99496,River Rouge,USA,7546.0
99497,Saulkrasti,Lettland,3184.0
99498,Brønnøysund,Norge,4366.0
99499,Plouaret,Frankrike,2207.0
